day,MKRPriceChange,BATPriceChange,ZRXPriceChange,MANAPriceChange,LINKPriceChange,ENJPriceChange,WETHPriceChange,RENPriceChange,SNXPriceChange,WBTCPriceChange,UNIPriceChange,BALPriceChange,YFIPriceChange,CRVPriceChange,DPIPriceChange,USTPriceChange,RENFILPriceChange,STETHPriceChange,XSUSHIPriceChange,KNCPriceChange,ENSPriceChange,numBorrows,amountBorrowedUSD,uniqueUsersBorrows,numReservesBorrowed,numDeposits,amountDepositedUSD,uniqueUsersDeposits,numReservesDeposited,numRedeems,amountRedeemedUSD,uniqueUsersRedeems,numReservesRedeemed,numRepays,amountRepayedUSD,uniqueUsersRepays,numReservesRepayed,numLiquidations,amountCollateralLiquidatedUSD,amountPrincipalLiquidatedUSD,uniqueLiquidators,uniqueLiquidatees,numCollateralsLiquidated,numPrincipalsLiquidated,numSwaps,uniqueUsersSwaps,numReservesSwapped,numCollaterals,uniqueUsersCollaterals,numReservesCollateral,aavePrice,nextDayChangeAave,lastAavePrice,aaveChangeSinceLastHour,aaveDirectionOfChange,TUSDUtilizationRateChange,AmmUniWBTCUSDCUtilizationRateChange,RAIUtilizationRateChange,GUSDUtilizationRateChange,YFIUtilizationRateChange,BATUtilizationRateChange,MANAUtilizationRateChange,DPIUtilizationRateChange,AmmBptWBTCWETHUtilizationRateChange,UNIUtilizationRateChange,AmmWBTCUtilizationRateChange,WBTCUtilizationRateChange,AmmUniYFIWETHUtilizationRateChange,AmmUniCRVWETHUtilizationRateChange,RENUtilizationRateChange,AmmUniSNXWETHUtilizationRateChange,BUSDUtilizationRateChange,AmmGUniDAIUSDCUtilizationRateChange,LINKUtilizationRateChange,SUSDUtilizationRateChange,AmmBptBALWETHUtilizationRateChange,AmmDAIUtilizationRateChange,DAIUtilizationRateChange,AAVEUtilizationRateChange,FRAXUtilizationRateChange,XSUSHIUtilizationRateChange,AmmUniRENWETHUtilizationRateChange,PAXUtilizationRateChange,FEIUtilizationRateChange,MKRUtilizationRateChange,AmmUSDCUtilizationRateChange,USDCUtilizationRateChange,AmmUniLINKWETHUtilizationRateChange,AmmUniDAIWETHUtilizationRateChange,USTUtilizationRateChange,AmmUniDAIUSDCUtilizationRateChange,STETHUtilizationRateChange,AmmUniUSDCWETHUtilizationRateChange,AmmUniBATWETHUtilizationRateChange,BALUtilizationRateChange,AmmUniWBTCWETHUtilizationRateChange,SNXUtilizationRateChange,AmmWETHUtilizationRateChange,WETHUtilizationRateChange,ENSUtilizationRateChange,AmmUniMKRWETHUtilizationRateChange,AmmGUniUSDCUSDTUtilizationRateChange,AmmUniUNIWETHUtilizationRateChange,AMPLUtilizationRateChange,RENFILUtilizationRateChange,CRVUtilizationRateChange,AmmUSDTUtilizationRateChange,USDTUtilizationRateChange,KNCUtilizationRateChange,AmmUniAAVEWETHUtilizationRateChange,ZRXUtilizationRateChange,ENJUtilizationRateChange
2020-12-15T00:00:00Z,-0.017344791491870293,0.005807557877377523,0.013233039364185961,-0.002821370957145297,-0.009517171135044133,0.031179574116319664,0.0054691575924787905,0.022534410940119542,0.04178643023679429,0.007818333448509351,-0.04411545206056866,-0.015518371560185429,-0.03951081375019416,-0.012405067989858076,0.013006457143966088,-5.007179781347793e-4,0,0,0,0,0,126,2560255.2712962856,97,12,277,110965138.70294161,197,18,124,105866716.04993056,60,13,78,2017462.399137369,42,9,0,0,0,0,0,0,0,6,4,3,357,194,20,87.25809436,-3.21299361459082e-4,86.14011813,0.012978577859769969,-1,0,0,0,0,0.9151386401068393,-0.003239693902667984,0.0021419286220751843,0,0,-0.027339485913845607,0,0.08685884491114715,0,0,0.8497562889707733,0,0,0,1.6702320678498377,0,0,0,0,0,0,0,0,0,0,-0.22433675657659014,0,0,0,0,0,0,0,0,0,0,0,-0.12411129076891592,0,-0.004874227275489029,0,0,0,0,0,0,0,0,0,-0.049729489517847725,0,-0.0898658553109718,35.71998970550388
2020-12-16T00:00:00Z,0.015362088881347269,0.06075433727000523,0.05558213025860281,0.013684533198265347,0.05868464014976715,-0.006307099647357317,0.07892185379342642,0.03993975684966289,-0.03443518449296834,0.09977435400919443,0.05914469543958245,0.16609909208356366,0.08863414797835811,0.03086474755706381,0.028644250994307452,-0.002057758505230489,-0.027446235707189515,0,0,0,0,148,4042543.2998027746,103,14,327,75873597.2324932,210,20,131,73161989.84561576,66,15,56,1885267.7920696763,43,9,0,0,0,0,0,0,0,5,3,2,383,201,21,87.23005839,-0.024604255684483656,87.25809436,-3.21299361459082e-4,-1,0,0,0,0,-0.31112759476321905,-0.0401971964476977,4.7269792603292995,0,0,0.6146007905956834,0,-0.10828508077412669,0,0,-1.469446992959922e-4,0,0,0,-0.6142577590303921,0,0,0,0,0,0,0,0,0,0,-0.013243040846551812,0,0,0,0,0,0,0,0,0,0,0,1.396125834297686,0,0.23743828218478158,0,0,0,0,0,0,0,0,0,-0.33963983214443216,0,6.410274803209286,-0.23968883010412045
2020-12-17T00:00:00Z,-0.0020938868846946956,-0.02297388277482404,-0.019828989335585967,-0.005508654265752089,0.0011928790330524297,-0.011086223025047026,0.010814608601907416,-0.04716555393951938,0.009062912546724311,0.06791638804176303,0.04618339134284688,0.001990820587806308,-0.014759193310061036,0.006047019494253014,-6.120382987371276e-4,9.025424417943295e-4,-0.14633988810040832,0,0,0,0,192,4945019.484500165,110,11,356,129585276.61092573,210,18,164,124446503.8733965,69,14,113,4168507.146430629,57,12,5,8568.81145796957,8160.77281761339,2,3,3,2,11,6,3,406,196,20,85.08382773,0.055077988908433406,87.23005839,-0.024604255684483656,1,0,0,0,0,0.3250305543287668,3.997099609976499,0.49032492201253985,0,0,-0.686104711042305,0,-0.09005501452616638,0,0,0.005774559891196462,0,0,0,-0.06106328467101485,0,0,0,0,0,0,0,0,0,0,0.002649301626115319,0,0,0,0,0,0,0,0,0,0,0,-0.5655372769548838,0,0.22338858199062006,0,0,0,0,0,0,0,0,0,0.16944394975156452,0,6.480510220221415,5.56374755797163
2020-12-18T00:00:00Z,0.0579288751244611,0.10016315985697877,0.016129226891636206,0.02083924065132181,0.0032716652179507477,0.0494032270473983,0.017140417193117985,0.02265058834085032,0.15149437573022362,0.014378996760977536,0.020534588904484785,0.017144733671440093,0.04764417206371019,-0.013826917173430542,0.03571092094219863,-1.220864360548246e-4,0.09346956283610042,0,0,0,0,185,3506857.4601020156,118,16,365,62373412.786908425,205,20,146,58786199.245772846,67,16,74,1886895.8934920623,41,12,1,8492.29656654831,7720.269605953008,1,1,1,1,7,7,4,432,212,21,89.77007385,-0.008433008212346493,85.08382773,0.055077988908433406,-1,0,0,0,0,-0.04331793775257253,-0.36763734701625983,-3.022311567508762e-4,0,0,-0.09246066821240595,0,0.024977269721544904,0,0,-0.6777475864517852,0,0,0,-0.15258618734835483,0,0,0,0,0,0,0,0,0,0,-0.6573478037709687,0,0,0,0,0,0,0,0,0,0,0,0.6064583367137708,0,0.1366367908495134,0,0,0,0,0,0,0,0,0,-0.7748152274828014,0,-0.09534363285199288,-0.43705581846771946
2020-12-19T00:00:00Z,-0.0041632152496884345,-0.018034788910032407,0.02795097231247512,0.037013899488918645,-0.0014066604138952554,-0.004740849802041924,0.014012945643842034,-0.010079259531843188,0.0012207170582181348,0.031428929801986305,0.05217985483782073,-0.023586485473037433,-0.0070651644128322255,0.03086584281954141,0.006900094439112658,0.0011208236020623374,-0.0043746692940537235,0,0,0,0,189,3423085.1633198126,125,14,350,61011556.555135325,217,17,134,63017884.09590969,64,14,70,1462711.3269660494,50,12,0,0,0,0,0,0,0,7,6,3,432,219,18,89.01304208,-0.034192402021993806,89.77007385,-0.008433008212346493,-1,0,0,0,0,-0.006015082982273823,-0.37148773330463913,2.8237252354660605,0,0,0.033825996293986194,0,0.09820268338741922,0,0,0.1470185733582532,0,0,0,-0.30312544598258884,0,0,0,0,0,0,0,0,0,0,-0.011731891396773553,0,0,0,0,0,0,0,0,0,0,0,-0.5088372347224986,0,0.2315940534217784,0,0,0,0,0,0,0,0,0,1.3658702567807928,0,-0.015022547369664241,0.41662438888784936
2020-12-20T00:00:00Z,-0.03565218110864676,-0.05319420900450045,-0.06790657058050664,-0.03613976311901168,-0.03128574684529839,-0.04125055759217322,-0.0368278661495659,-0.048568008472006485,-0.030596048254301955,-0.01684654476737768,-0.05000235437764333,-0.06355974018378197,-0.05720837492568276,-0.07346159017162146,-0.03870774641138364,-0.0018234849878808745,-0.036893138152445215,0,0,0,0,154,2649510.965608777,118,11,315,169249027.201221,220,16,155,161728692.38051358,79,18,68,1022729.7574976091,50,9,2,4050.0237305798446,3815.180985450106,2,2,2,2,6,5,3,389,217,20,85.96947236,-0.05417661714261102,89.01304208,-0.034192402021993806,-1,0,0,0,0,-0.14549457318607328,-0.09049527633723109,0.36761528004116784,0,0,-0.04339853384970438,0,-0.16483604184925738,0,0,0.022025651314518502,0,0,0,0.19292955150522206,0,0,0,0,0,0,0,0,0,0,0.002093884630729681,0,0,0,0,0,0,0,0,0,0,0,0.06203940574178213,0,0.0708784349046212,0,0,0,0,0,0,0,0,0,-0.25047034628382636,0,-0.048148083197881664,0.10247640655001278
2020-12-21T00:00:00Z,-0.036438795131966684,-0.030769643913521882,-0.04016624096653543,-0.05530696751936992,-0.05570579958348287,-0.041536513418307,-0.041680789871840096,-0.03815323051860564,0.04089809930257049,-0.030995786203222297,-0.06438207361166837,-0.02903364362007721,-0.054831094176041706,-0.09019121328395574,-0.03610206521102155,6.851099499052271e-4,-0.028263549779436903,0,0,0,0,116,1835890.1938576754,84,11,298,0,198,18,205,0,76,19,112,3496342.164282483,74,12,0,0,0,0,0,0,0,11,7,4,453,188,19,81.31193717,0.03440595498482568,85.96947236,-0.05417661714261102,1,0,0,0,0,1.1422221691999739,-0.1936388400513629,0,0,0,-0.046055173546432404,0,0.0030339847004927645,0,0,-0.7164084303052654,0,0,0,0.3125818122513444,0,0,0,0,0,0,0,0,0,0,0.0182413232806804,0,0,0,0,0,0,0,0,0,0,0,-0.04787480306756464,0,-0.17363786621183652,0,0,0,0,0,0,0,0,0,0.4166023454702268,0,-0.48733329057514785,0.28699463974203554
2020-12-22T00:00:00Z,0.04206245640481021,-0.03058309260267722,-0.010908223067879197,0.005616652382875342,0.03661792189200064,-0.008008797679990853,0.03640527819155204,0.08080735899000846,0.17413416746704669,0.04731023171261928,0.058857208583874776,0.042182616199440526,0.009410047185246517,0.0022304014492031676,0.042113962307815056,-0.0017195624806729537,-0.02527393302273573,0,0,0,0,132,3526906.8504731418,102,13,261,18410767.77263196,185,16,182,9270266.498450609,89,15,79,1750601.876960878,52,12,3,180316.74889002592,165563.82706290044,2,3,2,3,12,9,3,398,188,18,84.10955202,-0.10574286934598276,81.31193717,0.03440595498482568,-1,0,0,0,0,0.1593241952192741,0.04370816571322789,0.7355433030287013,0,0,-0.0022655868205126994,0,0.03306496849063634,0,0,3.138211248712973,0,0,0,-0.2509093941023851,0,0,0,0,0,0,0,0,0,0,0.012188442894260021,0,0,0,0,0,0,0,0,0,0,0,-0.0017180547359326725,0,-0.01859381602182808,0,0,0,0,0,0,0,0,0,-0.26195460852924934,0,0,-0.056622429691614795
2020-12-23T00:00:00Z,-0.05632649274066803,-0.11742820673729093,-0.11998311514357296,-0.11397693733658965,-0.15340249969914643,-0.15661618740149275,-0.07744423558143643,-0.13557041016967286,-0.03029102580100007,-0.0247976704517332,-0.11168247428729006,-0.11674695993044315,-0.19027082977335563,-0.25388100224528753,-0.10353971919651106,0.0025378348529727646,-0.09916916254775698,0,0,0,0,176,6905706.074842958,114,12,325,60522516.649611995,217,18,132,54755823.56517695,71,13,101,4271085.907394096,72,13,3,209017.320659768,190771.05523892381,2,3,2,2,8,7,3,356,199,19,75.21556665,0.06702076557446235,84.10955202,-0.10574286934598276,1,0,0,0,0,0.06587396922128463,0.008149528720130306,0,0,0,0.08163795381705974,0,-0.013472062324141665,0,0,0.037924423751175995,0,0,0,0.3227323618443596,0,0,0,0,0,0,0,0,0,0,0.0037879179921158634,0,0,0,0,0,0,0,0,0,0,0,2.1921695843800277,0,0.0736937880610089,0,0,0,0,0,0,0,0,0,-0.06134990838851839,0,-0.0019267775131800446,0
2020-12-24T00:00:00Z,0.01869685060407278,0.13403186989685878,0.1027580979880296,0.07462898175607235,0.06870286599354603,0.17552498954477236,0.047413000138041506,0.080732744272400625,0.06377152046374768,0.021846748415169426,0.06260239343027973,0.09345209767697482,0.18583029478436952,0.14430478075017117,0.07164759500118745,-0.0031770022319503877,0.07209521982567968,0.03929652622441937,0,0,0,182,2744039.4843744417,110,16,404,95656083.17062287,271,16,202,96018337.08939368,95,15,97,2634386.255917658,66,12,5,16977.36163322891,15433.965120526373,3,5,3,3,1,1,1,467,245,18,80.25657151,-0.005748955273307543,75.21556665,0.06702076557446235,-1,0,0,0,0,0.08667535098868462,-0.048377903950846735,0.07507653383163682,0,0,1.7023469508558446,0,-0.28562549538448556,0,0,-0.21904605003975386,0,0,0,0.5377826396863739,0,0,0,0,0,0,0,0,0,0,-0.04531578303338579,0,0,0,0,0,0,0,0,0,0,0,-0.6966447805094933,0,0.395989872895385,0,0,0,0,0,0,0,0,0,-0.02131585722018614,0,0,-0.14169215546470526
2020-12-25T00:00:00Z,0.00608161669093743,-0.01822236873696459,-0.016352553343896403,-0.0031897165803395078,-0.002485358226642642,-0.021099966610703014,0.023009025581389952,-0.0031577857148060717,-0.016354110427262647,0.038539860039959795,-0.005035908129418898,-0.03010278111559206,-0.007976617209237036,0.020130036193253265,0.0061097275470372026,0.002913075933993703,0.004541341362742424,0.023453854480425695,0,0,0,153,2332890.614040719,99,14,372,8139596.569103004,273,19,184,10954894.314457692,86,13,83,3241229.816470564,62,10,1,523.8359964777038,498.89142521686085,1,1,1,1,3,1,1,464,255,20,79.79518007,-0.0617436675458084,80.25657151,-0.005748955273307543,-1,0,0,0,0,-0.07264756913881998,-0.26139928160842096,0.27237234281011724,0,0,0.05301786943595155,0,0.047325345518875794,0,0,-0.014058136641101449,0,0,0,-0.2613081232222505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003920838786569458,0,-0.08872913822796058,0,0,0,0,0,0,0,0,0,0.3790798237640489,0,-1.1251950525759113e-6,0.30020792251574213
